,Weekday,Jamalpur Station,Jamalpur Amts ,Pragatinagar Station,Maninagar Station,Memco Station,Paldi Station,Paldi Amts ,Sarkhej  Station,Gota Station,Memnagar Station,Memnagar Amts,Vadaj Station,Sabarmati Station,Sabarmati Amts,Chandola Station,Krishanagar,DODO-Green Fuel Station  ,Vijay Gas Station-DODO-Bhuvaldi,Jay Goga Corporation -DODO-Hathijan,Shree Gas Station-DODO-Bhadaj,Abad Hirapur - DODO,JAY DWARKADISH ENTERPRISE,Bhakti Petroleum-IBP,Punjab Service Station-IBP,Gujarat Rajya Purvatha-IBP Khokhra vidita,Saccha Sauda-IBP,Jayvir Civil Petrol Pump-IOCL,Rupam Petroleum-IOCL,Maniyar Petroleum-IOCL,Sun Petro Gas-IOCL ,Dharamtal-BPCL,Shraddha Petrolium-BPCL,Metro Service-BPCL,Mitesh Automobile-BPCL,Vatsal Automobile-BPCL,Parmar Tradelink (Adhoc)-BPCL Ganesh,Auto Services  Mirzapur-BPCL,Alka Automobile-BPCL,Neelu Motors-BPCL,Modi Service-BPCL,Ila Automobile-BPCL,Auto Rikshaw Driver Co.Ass-BPCL,Revadas Jhaverbhai & Sons-BPCL,Sindh Automobiles-BPCL (Memco),Kalptaru Petroleum-BPCL,Shree Laxmi Narayan-IBP,Jay Petroleum-Essar,Unique Retread-IBP,Iswar Petroleum-IOCL,Ambica Service-IOCL,Swaminarayan Sokali-BPCL,Swadesh Cargo Carrier -BPCL,Gujarat Auto Centre-IOCL-Shahwadi,Chenpur Petroleum- IOCL,Pavan Petroleum -BPCL,Anjani Petroleum-BPCL,Rathva Petroleum - IOCL ,Shrinathji Petroleum -BPCL,Ambica Automobiles-BPCL,Ashtavinayak-Hirapur- IOCL,Kalashree Automobiles- IOCL,Shivganga Petroleum-Kamod-BPCL,RB Patel & Sons-Kuha-BPCL,Alka Automobile-BPCL- Ognaj ,Kuldevi Petroleum-BPCL- Ranasan,Dev Petroleum -IOCL,Kameshwar Petroleum -IOCL,Aadhit Petroleum - IOCL,Parmar Tradelink - BPCL,Kanha Petroleum - HPCL,Sardar Petro Station - IOCL,LJ Thakkar - IOCL,Grand Millenlum - HPCL,Karnavati Petroleum - BPCL,Siddhanath Petroleum - HPCL,Siddhi Gasoline - BPCL,Vinayak Petroleum - IOCL,Radhey Petroleum - BPCL,Shree Gokulesh Petroleum - IOCL,B N Gasoline - BPCL,Millennium-HPCL,SHREEJI AUTO SERVICE-HPCL,RAVI PETROLEUM-BPCL,GUJARAT AUTO (USHMANPURA)- IOCL STATION 
2023-09-01,Friday,12993.58,9099.09,6753.13,14377.51,16529.93,15471.40,1187.50,13401.76,18033.42,8228.85,1877.52,19378.70,6701.63,3522.33,11463.28,10374.75,8577.81,7790.54,12557.11,5427.55,3051.03,,5406.92,3266.66,4961.96,6602.87,2856.32,5870.13,3314.46,4219.43,1839.50,6010.25,2723.43,5494.70,4476.07,5215.78,3016.25,5777.13,8418.81,4413.28,5138.17,3498.66,923.75,5113.37,1218.50,9553.13,3453.12,5654.16,2977.37,3568.75,3246.62,5094.50,937.25,2504.63,3125.26,6256.75,3351.87,0.00,3068.35,2121.51,2219.25,1135.88,2590.25,3737.56,5819.13,4279.26,3087.38,2267.76,4037.18,2367.87,6187.71,8098.17,2409.98,1149.88,5685.93,5517.82,2613.26,4917.29,2358.08,5955.10,2764.19,3360.00,7628.02,1936.80
2023-09-02,Saturday,11189.31,6200.36,5730.18,12370.83,13068.80,13778.23,1416.05,12215.93,16631.12,7468.96,1732.40,16049.75,6046.47,3271.27,11020.88,9671.75,7539.74,7511.98,11920.62,5040.08,2745.14,,4892.10,1364.94,4679.57,6120.56,2919.00,5105.12,3118.20,4200.59,1688.25,4922.37,2718.13,6108.42,4354.67,3973.07,2747.50,4856.68,7277.37,4117.63,4927.56,3736.48,836.75,4255.75,938.25,8626.62,3173.63,5766.53,3012.88,3308.00,3159.38,4570.73,1403.50,2484.62,3196.00,5786.88,3533.00,0.00,2895.02,2453.77,2408.62,1528.12,2146.75,3236.87,5238.75,4172.75,2887.37,2208.53,3938.57,2634.76,5676.40,6939.30,2249.61,1195.75,5540.75,5349.32,2328.90,3887.72,2495.32,5722.22,2942.56,3127.51,6751.32,2096.36
2023-09-03,Sunday,9927.84,5256.68,4617.50,11499.85,11585.30,12059.46,1418.87,10706.72,15841.36,6000.61,1795.62,14799.82,5858.47,3219.63,9670.41,9399.01,6359.44,6876.20,11512.10,4547.47,2854.72,,4690.97,2648.90,4102.75,5632.63,2729.25,4367.13,3093.72,3461.91,1824.22,4936.00,2697.94,6113.34,3721.55,2600.92,2547.50,4534.50,7354.66,3755.78,4624.24,3382.11,788.00,3832.25,896.50,8522.38,2766.74,4718.68,2858.50,3984.25,2854.81,4019.25,1278.50,2444.25,2836.37,5565.12,3496.75,0.00,2134.86,2128.54,2346.13,1289.00,2438.00,3058.32,5163.00,3761.74,2434.26,1443.18,3248.07,2403.74,5114.24,6482.83,2119.52,933.09,5333.35,5184.87,1752.15,4161.47,1899.76,5609.68,3099.94,2740.32,6431.66,1237.25
2023-09-04,Monday,11057.39,6559.00,5660.82,13191.89,12984.90,14793.29,1524.93,13200.69,17218.89,7500.34,1948.34,15921.60,6410.21,3466.71,10820.88,9738.36,7933.53,7871.40,12017.99,5256.71,2646.24,,5305.39,1862.75,4511.93,6622.41,3319.80,3811.62,3320.14,4380.60,1763.78,4836.88,2931.81,5705.28,5158.09,4423.33,2664.75,5276.75,7683.50,3886.21,5336.99,3418.33,961.50,4617.13,1023.25,8723.38,3195.25,6006.79,3037.50,3525.25,3114.63,4826.16,1341.25,2648.13,3467.63,6078.13,3609.25,0.00,3245.65,2095.53,2373.25,1252.75,2360.00,3663.00,5549.87,4255.13,3024.75,2615.89,4243.74,2587.63,5780.77,7242.67,2449.01,1373.82,5534.44,5689.31,2069.95,4587.81,2348.96,5523.91,1704.75,3092.17,6983.03,2157.33
2023-09-05,Tuesday,11293.28,6627.34,5470.93,12799.35,12537.85,13852.24,1527.84,14356.04,17003.19,7594.77,1967.62,16242.38,5587.07,3495.73,10939.52,9072.88,7633.05,6873.72,11498.42,6452.58,2436.07,,4871.10,2649.22,4680.50,6322.83,2964.42,4563.38,3381.03,4150.37,1292.25,5307.12,2790.19,6141.81,4500.54,4729.15,2650.25,4550.12,7652.82,3429.68,5048.34,3402.97,799.00,4294.75,902.00,8740.75,3169.00,5694.25,1890.38,3268.00,3131.12,4627.55,1378.25,2378.12,3021.50,5908.50,3265.62,0.00,3159.83,1747.46,2112.12,1488.38,2245.75,3641.19,5433.62,2743.87,2966.02,2489.44,4156.19,2521.88,4990.41,7002.56,2463.93,1257.78,5402.57,3719.26,2262.31,5324.12,2388.62,5713.59,1772.40,3041.45,6575.96,2066.96
2023-09-06,Wednesday,11371.40,6483.97,5471.00,13612.58,13351.09,14244.20,1435.44,13534.71,16503.33,7380.02,1709.70,16445.18,6215.81,3508.38,10822.54,9645.12,7531.53,6718.10,12208.38,5031.07,2450.94,,5184.55,3026.26,3977.57,6278.76,1397.26,5305.75,3567.84,4267.22,1748.25,5161.50,2802.31,4771.85,1701.78,3857.64,3034.75,4984.94,7278.28,4286.73,4765.21,3567.06,778.75,4465.62,979.00,8577.49,2956.51,5695.74,2936.62,3524.50,2891.94,4801.27,1221.25,2509.50,2676.12,5885.37,3548.38,0.00,3013.92,1832.84,2283.88,1540.00,2260.25,3189.05,5143.89,4168.25,3017.94,2481.55,4182.19,2748.25,5752.33,4949.73,2320.65,1155.81,4833.62,5148.30,2150.34,4706.09,2383.21,5925.53,2751.31,3259.45,6575.83,2261.47
2023-09-07,Thursday,9411.83,4978.52,4043.06,11148.19,10209.02,11695.82,1293.05,9867.38,14917.71,5956.02,1583.93,14319.00,5482.34,2913.65,9420.13,8097.25,4838.47,4969.05,9707.38,4167.92,2411.70,,4085.68,2560.61,4122.22,4996.93,3289.66,4405.13,2698.00,3348.18,1298.75,4835.50,2455.94,5989.58,3847.68,3411.83,2606.50,4333.25,6808.69,3301.96,4540.81,3537.55,914.25,3487.00,1062.00,7308.50,2781.87,4067.04,2216.75,3496.75,2919.31,3685.82,1348.75,2268.86,2577.51,5510.88,3099.25,0.00,2021.82,1981.25,2024.12,1176.75,2101.75,2683.38,4205.50,3273.75,2268.81,1431.75,3078.25,1950.75,3845.96,6553.46,2057.28,842.46,5093.75,4692.63,2048.28,4201.91,3156.34,4971.22,2435.22,2366.07,5065.46,1316.69
2023-09-08,Friday,10831.80,6911.48,5177.32,12669.35,11729.61,13047.79,1663.88,11746.33,16086.03,6738.88,1844.14,15139.63,5731.10,3318.50,9873.12,8596.51,7542.93,4611.96,9434.24,4210.75,2106.62,,4906.76,2026.69,4421.28,4175.06,2358.70,5129.24,3119.33,3761.38,1598.21,5100.13,2615.18,6003.54,3329.57,4214.66,2375.75,4874.18,7042.03,3833.72,3277.82,3391.11,497.25,4152.00,1145.00,8051.13,3113.62,4192.53,2836.25,3479.75,2017.75,4285.18,1375.25,2317.44,2887.49,5451.87,3459.50,0.00,1987.96,1961.39,2129.00,1064.87,1428.75,2896.75,5274.24,3923.12,2587.94,2094.32,3783.43,2551.99,5404.85,6090.72,1739.35,1148.66,4927.51,4999.50,2166.94,4929.31,2550.02,5133.10,2690.47,2593.26,6361.96,1868.33
2023-09-09,Saturday,11021.07,5735.94,5160.87,13588.98,13104.23,14410.95,1524.98,12877.66,17062.60,6978.84,1867.52,16088.66,6686.53,3167.47,11534.37,9832.99,8371.17,5474.87,13447.53,5341.60,3212.20,,5617.24,3104.07,4687.56,6674.72,2795.01,5350.13,3350.50,4100.65,1775.54,5257.87,2729.50,6673.66,4734.60,4575.90,2704.75,5113.51,7808.41,4203.88,5066.96,3292.78,591.50,4278.88,1226.00,9024.50,3085.13,5843.50,2817.25,3909.25,2351.38,4782.01,1361.00,2038.83,3099.50,6236.88,3415.25,0.00,3004.57,2300.63,2585.38,1291.88,2348.12,3554.82,5827.38,4121.25,3200.13,2261.93,4419.63,2529.88,5526.72,7244.50,1991.54,1285.13,5437.68,5380.31,2466.10,4974.97,2863.61,6363.24,2900.38,3222.81,6923.48,1934.75
2023-09-10,Sunday,10104.15,5365.25,4539.00,11344.43,12007.19,12494.99,1504.22,12112.27,16760.98,6291.28,1893.43,14901.41,6387.77,3177.87,9843.92,9588.51,7457.86,7206.78,11938.20,4647.46,2797.42,,4735.67,2611.78,4274.25,5913.97,2737.75,4622.25,3045.39,3593.60,1844.25,4982.88,2541.69,6555.46,3463.36,3368.97,2419.75,4999.62,7212.28,3937.52,4710.80,3456.68,932.00,4054.50,1022.50,8757.00,3296.00,5381.49,2687.88,3536.00,2687.37,4221.63,1337.00,2665.87,2783.87,5828.25,3832.63,0.00,2323.59,2386.55,1792.25,1214.12,2411.50,3441.11,5959.25,4041.75,2393.44,1539.56,3250.94,2630.00,5384.71,7258.71,2312.50,983.12,5445.62,5174.50,2023.62,4491.07,3218.77,5594.97,3530.62,2562.21,6834.03,1313.88
2023-09-11,Monday,11665.06,6585.65,5746.82,13218.12,13372.37,14258.50,1610.68,13509.29,17321.18,8065.28,1822.13,16375.64,6443.85,2997.71,10877.12,9005.75,8757.88,8658.71,12521.63,3761.17,2727.41,,5400.65,3199.59,5142.15,6811.10,3044.89,5224.88,3187.63,4413.85,1846.25,5355.25,2702.25,6477.91,4634.90,4763.28,2572.75,5136.76,7927.21,3999.75,5277.07,3837.90,1019.00,4407.87,1289.00,9188.00,3340.62,5901.07,3119.50,3656.00,2434.38,5104.00,1448.25,2586.75,3428.26,3660.25,3793.37,0.00,3434.21,2010.66,2175.75,1424.50,2463.25,2124.32,5773.37,4711.25,3314.90,2598.71,3943.87,2800.37,5767.39,7294.57,2712.12,1345.13,5853.79,5669.56,2705.81,5289.21,3066.80,6314.82,2552.66,3369.03,6810.01,2094.06
2023-09-12,Tuesday,11417.26,6410.00,5629.49,13247.70,12989.71,13955.93,1609.37,11717.58,16439.71,7684.78,1995.58,16468.81,5730.25,3131.25,11156.06,9200.24,7673.46,7142.60,12718.29,5760.19,2602.61,,5351.12,2897.41,4924.22,6406.72,2785.83,5270.49,2543.11,4246.19,1793.25,5179.87,2814.94,6157.93,4863.06,4322.86,2650.75,5222.87,7590.72,4132.83,4968.20,3648.43,263.75,4390.25,885.75,8937.37,3217.50,5808.90,2965.37,3424.50,2196.43,5084.80,1033.00,2345.00,3274.38,5639.75,3729.13,0.00,3205.11,1914.77,2562.25,741.25,2473.13,3735.82,5178.38,4603.13,3195.53,2557.86,4134.81,2568.38,5575.01,7102.57,2655.11,1343.87,5587.92,5512.69,2465.57,4162.32,3014.79,5891.84,3103.31,2954.96,6784.09,2176.74
2023-09-13,Wednesday,11119.87,6524.78,5455.19,13628.37,12873.25,13516.12,1650.14,11909.50,16239.37,7552.87,1970.22,16222.76,6064.35,3574.37,10909.26,8645.26,7646.33,8349.47,11504.66,5282.07,2740.91,,5293.71,3192.19,3804.19,6322.67,2833.39,4640.50,3211.39,4213.84,1871.40,4974.75,2786.94,6319.17,4823.99,4658.50,2588.00,5105.50,7485.93,3614.75,5108.50,3700.67,881.50,4187.75,988.50,9046.76,2326.01,5753.19,2710.38,3156.25,1555.56,4933.08,1220.75,2242.38,3382.37,5686.37,3327.62,0.00,3068.82,1863.20,1995.25,1564.75,2333.37,3092.43,5295.25,4323.38,3056.87,2158.78,3869.50,2508.38,5349.19,7264.59,2528.29,1316.07,5737.95,5616.06,2493.31,4827.72,2838.82,5479.75,2875.53,3047.29,6640.89,1940.00
2023-09-14,Thursday,10851.27,6593.13,5425.00,12638.44,12998.70,13940.82,1551.12,12072.73,16913.74,7487.78,2026.16,15899.35,5958.21,3737.19,10835.43,8757.62,7745.90,8136.34,11986.53,5818.07,2929.93,,5095.52,2384.03,4863.61,6344.45,3166.31,5250.01,3297.31,3925.81,1730.54,5548.63,2709.43,5901.78,4331.98,4679.57,2810.50,5125.75,7446.66,3830.04,5098.22,3293.62,797.25,4236.50,964.50,9052.75,3098.00,5352.09,2778.12,3370.75,2027.44,4936.68,1061.00,2061.37,3062.25,5940.38,3417.50,0.00,3094.47,1618.84,1987.13,1183.63,2466.00,3397.37,5068.74,4811.38,2814.79,2568.25,4091.25,2218.87,5794.52,6870.73,2468.41,1418.94,5376.12,5476.57,2441.12,4563.53,3070.68,5770.47,2958.73,3066.94,6995.26,1993.77
2023-09-15,Friday,9135.81,2887.59,3950.25,11511.44,9757.94,12251.52,1716.20,11315.27,15398.88,6638.86,1524.46,11098.98,5666.22,3535.31,9966.67,8322.12,6589.43,7832.42,10775.69,5446.24,2733.09,,4481.60,3435.31,4647.80,6457.38,2929.15,4429.12,3114.99,3091.00,1721.31,4522.37,2767.13,3415.06,1092.46,4677.28,2671.75,4455.13,6408.50,3746.31,4946.09,3605.17,1042.75,3391.13,1073.25,7973.12,2789.62,5535.66,2991.63,2889.50,1656.37,4651.93,1474.50,2182.75,3372.87,5488.87,3216.50,0.00,3200.26,989.91,2394.74,1313.49,2531.63,3536.63,4338.88,3243.87,2810.21,2559.71,3979.75,2379.63,3929.94,5845.86,2521.33,1215.74,5131.06,5382.06,2212.57,4398.56,2612.96,5327.88,2784.68,3517.73,5941.63,2391.95
2023-09-16,Saturday,13441.46,10815.56,7364.37,14295.81,17591.26,15686.20,1663.93,13928.00,18332.63,7926.74,3061.31,22878.13,6784.42,3808.87,11835.16,10430.75,8421.44,6814.64,14230.97,6784.30,3153.09,,6218.51,2893.03,4653.40,6958.27,2855.01,6395.50,3255.30,4151.51,1744.25,6300.13,2626.56,6862.60,4829.43,4504.03,3220.00,4760.05,8101.76,3916.98,4709.17,3902.40,1207.00,5095.12,1156.50,10149.88,3339.62,5336.81,2568.25,3604.25,2477.70,4917.08,1661.00,2446.25,3270.13,6658.13,3849.87,0.00,3130.06,2513.96,2212.88,1368.26,2482.25,3589.32,5550.63,0.00,2840.25,2463.97,4646.20,2396.25,6227.59,7813.53,2650.33,1125.19,6194.29,6131.69,2605.69,5276.16,2988.59,6742.28,2959.87,2956.70,7763.80,1853.06
2023-09-17,Sunday,9783.11,5664.75,3475.56,10142.83,11213.25,12647.57,1387.36,10433.47,16056.96,6214.29,2017.48,15133.27,5554.90,2894.07,9047.08,7956.76,6517.09,6775.85,11045.25,5316.56,2416.32,,3934.03,1935.97,3164.62,1635.45,1977.25,4930.50,2756.04,1632.52,177.75,5343.37,1106.81,6373.33,2760.45,4406.19,1993.00,4159.19,6228.37,3846.01,2767.47,3173.42,1107.75,1193.12,886.25,7486.87,2894.13,4982.32,3019.87,3571.75,2166.93,3311.12,1231.00,2063.75,1293.12,4929.25,3884.88,0.00,1279.48,1707.38,2422.88,952.75,863.87,2212.87,5573.25,0.00,2410.41,1418.50,3439.18,2266.49,5179.30,6395.54,1406.03,275.19,5182.78,5103.93,1894.37,4288.97,3116.32,5241.57,2468.57,1552.45,5987.33,324.17
2023-09-18,Monday,12274.38,6945.72,4938.13,16193.05,14552.59,15853.92,1703.82,13492.59,18104.01,8743.90,2331.99,18592.71,6694.93,3337.49,12277.91,10606.49,9315.28,9677.61,13497.31,6882.39,2761.29,,5440.65,3335.16,5169.83,6976.56,3320.50,5577.62,3495.47,4550.84,1660.00,5667.50,2984.25,7061.68,5208.12,5440.03,2800.00,5191.32,8271.06,4439.52,5237.13,3576.22,675.00,1810.01,182.25,4649.13,3514.62,5960.53,2374.25,3316.50,1983.07,1974.20,1299.75,2369.00,3425.76,5916.87,3550.37,0.00,3716.59,1953.78,2218.12,925.25,449.63,4027.87,5642.74,0.00,3775.09,2622.00,4939.25,2730.00,6403.14,6251.90,2865.04,1268.06,6012.20,5867.82,2564.87,5242.41,3109.09,6614.18,2784.47,3512.15,6846.55,2686.32
2023-09-19,Tuesday,10526.72,5879.78,4114.25,12465.42,12118.73,12812.68,1376.43,11288.56,16267.94,6692.00,2013.07,16229.31,5537.16,3089.53,10712.43,8905.75,6969.36,7044.02,11628.67,5782.23,2906.86,,4780.06,3008.06,4629.55,6221.81,2817.60,4868.63,3166.96,4037.87,1809.75,5496.13,2709.13,6309.84,3960.47,4240.50,2793.00,5100.75,7543.25,3550.70,5132.75,3634.25,800.00,4306.75,385.50,8396.75,2279.25,5567.28,3782.00,2785.75,1919.62,4339.19,1336.00,2268.75,2610.99,5450.25,3507.63,0.00,2826.71,1560.06,2381.00,1210.87,2085.12,3552.63,4667.51,0.00,2726.20,2191.93,3809.81,2035.50,5318.95,6881.78,2805.55,939.38,5443.77,5677.49,2544.00,4631.55,2986.95,5454.12,2659.99,2851.38,6387.20,1718.73
2023-09-20,Wednesday,9523.00,6987.00,5802.00,13845.00,13467.00,15018.00,1783.00,12034.00,17112.00,7558.00,2360.00,16739.00,6212.00,3476.00,11749.00,8953.00,7811.00,7420.00,12075.00,6292.00,2802.00,,5111.00,3224.00,4814.00,6625.00,3108.00,5258.00,3455.00,4338.00,1930.00,5412.00,2437.00,6471.00,4977.00,5117.00,2211.00,5157.00,7755.00,4068.00,5070.00,2507.00,1120.00,3996.00,492.00,9014.00,3189.00,5796.00,3945.00,3119.00,1971.00,4798.00,1506.00,2451.00,3348.00,5762.00,3682.00,0.00,3602.00,1759.00,2341.00,1401.00,2301.00,3491.00,5558.00,0.00,3325.00,2598.00,4169.00,2465.00,4539.00,5520.00,2461.00,1062.00,5252.00,5816.00,2584.00,4909.00,2463.00,5955.00,2614.00,3399.00,6859.00,1956.00
2023-09-21,Thursday,11433.00,7082.62,5593.26,13414.22,13693.83,14830.11,1868.36,11997.44,16706.09,7865.49,2354.99,16054.13,6056.03,3606.59,11344.13,9441.49,7864.99,8113.25,11975.56,6315.12,3019.23,,5160.90,3362.78,5056.00,6682.03,3079.83,5257.75,3257.39,4295.79,1738.00,5349.37,2839.37,6444.01,4862.37,4698.44,2998.50,5082.38,5699.75,3651.08,5035.60,3193.57,713.50,4269.75,926.75,9129.49,2606.12,5280.41,3881.00,3140.50,2072.44,4959.82,1256.75,2362.00,3179.88,6170.38,3739.50,0.00,3382.81,1279.90,2346.37,1281.00,2556.12,3862.25,5186.41,0.00,3027.62,2505.50,4089.63,2496.38,5558.95,7049.20,2730.15,1291.19,5318.02,5561.00,2634.44,3070.26,3399.17,5198.12,2982.00,3231.84,6972.92,2252.40
2023-09-22,Friday,11588.31,6988.72,5506.36,13537.95,13293.03,14288.66,1697.44,13066.91,17108.91,7316.37,2557.59,16589.40,6218.09,3566.53,10712.65,9077.50,7583.85,7576.80,13397.63,6516.70,3016.97,,4277.83,2925.60,4737.15,6410.71,3053.63,5327.25,3093.93,4362.87,1807.00,5261.88,2701.50,6208.62,4733.72,4574.25,2827.50,4895.44,6843.87,3716.65,4860.00,3404.34,1064.25,4355.50,911.00,8715.13,3551.75,4831.72,3841.87,3172.75,2033.13,4252.74,1360.25,2174.63,3076.88,5746.25,3937.75,0.00,2856.15,2054.28,2535.88,1281.50,2375.25,3479.83,5383.96,0.00,3074.29,2506.75,4253.69,2424.00,5544.23,5308.01,2069.33,2022.56,4748.36,4851.33,2368.24,4973.86,2685.82,5845.44,2797.97,3252.34,6530.00,2140.36
2023-09-23,Saturday,11988.36,6594.56,5711.76,13892.82,13654.57,14165.33,1658.06,12439.28,16685.57,7469.79,2535.27,16892.90,6086.35,3320.29,10777.66,10023.25,8334.31,8356.72,12784.42,6622.50,3110.81,,5751.14,3058.65,4875.35,6637.17,2984.29,5530.00,3323.02,4338.56,1645.25,5368.37,2730.06,6358.60,4706.88,4711.85,2867.50,5088.06,6484.25,3507.61,5279.33,3005.59,876.75,4274.88,923.50,9265.25,3305.38,5830.81,2772.38,3138.25,2148.68,4229.65,1058.25,2479.87,3168.00,4283.00,3933.76,0.00,3010.61,2039.44,2387.87,985.63,2408.50,3898.43,4828.01,2413.61,2770.28,2156.10,4231.56,2430.37,5324.08,6826.85,2465.13,2122.44,5715.66,3965.61,2624.76,4881.90,2665.00,6263.87,3140.81,3310.32,6737.14,1741.47
2023-09-24,Sunday,10008.00,6317.41,4767.93,12071.56,12102.26,12247.39,1451.62,10810.52,16316.81,6554.96,2082.58,14983.30,5545.06,3141.54,10484.88,9547.25,5949.88,6836.48,11547.99,5356.96,3141.08,,4781.71,2771.38,4180.85,5475.93,2599.50,4698.62,2986.89,3735.50,1374.50,4793.75,2248.94,6191.54,3736.73,4036.18,2834.00,4936.88,6393.38,3663.84,4810.24,3492.76,873.00,4160.25,798.00,7666.37,3059.62,5567.27,3020.12,3543.75,2395.32,3630.37,986.75,2757.00,2743.87,5519.62,3739.25,0.00,2105.47,2339.22,2442.63,986.25,2332.50,3354.56,5335.87,3704.77,2220.27,1587.25,3457.94,2325.00,5216.47,7037.74,1571.01,1600.82,5331.22,3675.51,2068.63,4528.67,2696.88,5576.22,2728.65,2701.38,6288.68,1343.89
2023-09-25,Monday,11826.66,7015.28,5947.00,13839.80,13674.83,13864.24,1727.16,12656.88,17205.76,8029.91,2577.41,16583.71,5819.26,3442.49,11457.31,9353.63,7970.57,8436.00,12455.99,6050.32,2846.30,,4995.31,3618.91,5086.56,6455.10,3133.77,5384.12,3405.31,4328.93,1444.75,5322.63,2665.69,6182.34,4048.61,4914.91,3076.25,5288.12,7963.81,3541.17,4857.90,3582.80,921.50,4346.12,1128.75,8605.88,3254.50,5886.73,3169.50,3329.00,2250.13,4693.21,1224.75,2230.75,3491.50,5970.13,3811.62,0.00,3225.69,1943.34,2468.24,1122.25,2529.75,3800.19,5644.13,4368.61,2594.09,2809.81,4361.87,2573.25,5690.83,7333.23,2733.91,2133.93,5602.04,4626.94,2590.74,4565.80,2561.41,5838.03,2613.57,3238.05,6987.04,2255.33
2023-09-26,Tuesday,11322.08,6108.00,5586.50,13346.66,12704.32,14573.53,1454.03,13122.68,17015.34,8158.41,2324.15,16499.96,6063.18,3055.88,11489.75,8992.25,6420.36,8163.52,12248.53,6019.12,3161.87,,5077.12,3074.34,4960.93,6306.06,3369.11,5523.88,3305.44,4214.36,1482.75,5435.50,2901.44,6387.12,0.00,4681.56,3079.75,4892.88,7860.31,2870.59,5257.89,3808.67,775.00,4472.13,1020.75,7648.50,3226.50,5577.12,2947.75,3363.50,2097.55,4830.35,1080.75,2273.00,2471.50,5839.50,2000.00,0.00,3155.17,2041.47,2537.63,1149.25,2060.00,3163.50,3831.63,4306.89,3143.83,2902.06,4453.94,2539.12,6350.00,7236.75,2821.37,2079.63,5830.07,4555.94,2766.69,4697.74,2699.28,5865.95,3083.90,3063.97,6715.37,2627.12
2023-09-27,Wednesday,11106.61,6853.59,5868.25,13620.31,13265.46,14387.04,1639.09,12528.37,16667.37,7850.47,2476.99,16671.00,5525.31,3462.26,11197.15,8573.63,7436.35,7945.16,12048.17,5661.32,2815.98,,5172.69,3200.97,4450.87,6448.53,2821.51,5754.87,3241.66,4321.24,1815.00,4522.87,2769.25,6088.83,0.00,4543.00,2892.50,4788.00,7757.19,3364.17,5320.67,3413.59,498.50,4469.37,867.75,7939.87,3141.76,5754.28,2980.50,3005.50,1988.38,4793.84,1793.25,2424.50,3385.50,5924.12,3638.88,0.00,3305.59,1764.47,2258.25,1285.63,2502.38,3088.43,5188.12,4052.24,3260.84,2549.06,4123.74,2448.25,5117.61,7420.25,2472.04,1879.81,5215.00,4414.50,2411.75,4722.95,2866.40,4118.97,2823.13,2923.03,6734.81,2519.01
2023-09-28,Thursday,8595.86,5581.63,5164.06,10648.69,12054.08,12440.00,1333.65,11832.43,16260.06,7237.50,2045.11,14900.48,5695.91,2759.91,9049.25,8939.99,7616.89,7934.32,11110.26,5436.66,2613.55,,4891.89,3410.37,4377.87,6077.56,2938.30,4312.50,2325.40,3811.40,1530.75,5080.25,2454.18,4939.37,0.00,4434.47,2841.25,5185.62,7406.13,3945.15,4207.67,3101.49,429.25,4176.63,1135.00,7652.38,2830.37,5633.50,2871.13,3277.50,2314.63,3796.36,1318.25,2644.63,3035.50,5574.75,4325.87,0.00,2136.72,1887.96,2324.88,1115.37,1566.62,3807.13,5794.50,4326.12,2549.00,2079.43,3817.76,2344.01,5602.90,5799.61,2621.17,1886.50,941.40,3598.31,2409.81,4604.54,2892.14,6088.17,3275.75,2503.54,6419.44,1909.09
2023-09-29,Friday,10440.61,5404.25,5343.13,13314.82,12550.98,14455.60,1372.72,12928.09,16393.00,7580.66,1927.32,15399.78,6339.90,2687.79,9903.67,8953.13,8102.64,7928.23,12586.46,6440.83,3218.97,,5034.35,3572.47,4738.86,6197.06,3045.56,5458.00,3028.96,4180.50,1685.75,5242.25,2676.94,6449.27,0.00,4752.75,2241.75,5072.88,7785.06,3703.10,3903.58,2663.80,861.50,3955.37,1179.25,8614.50,3465.50,5725.47,2967.37,3514.00,3015.62,4901.63,1283.50,2243.00,3294.62,5849.63,3965.88,0.00,3067.17,1901.53,2562.37,1583.13,2437.50,3904.25,5548.25,4465.75,2840.75,2509.72,4419.88,2666.12,5610.64,6729.07,2139.87,2248.81,5628.09,4704.13,2680.00,4917.59,3265.58,5524.60,2722.97,3065.28,6800.70,2592.49
