,Weekday,Jamalpur Station,Jamalpur Amts ,Pragatinagar Station,Maninagar Station,Memco Station,Paldi Station,Paldi Amts ,Sarkhej  Station,Gota Station,Memnagar Station,Memnagar Amts,Vadaj Station,Sabarmati Station,Sabarmati Amts,Chandola Station,Krishanagar,DODO-Green Fuel Station  ,Vijay Gas Station-DODO-Bhuvaldi,Jay Goga Corporation -DODO-Hathijan,Shree Gas Station-DODO-Bhadaj,Abad Hirapur - DODO,JAY DWARKADISH ENTERPRISE,Bhakti Petroleum-IBP,Punjab Service Station-IBP,Gujarat Rajya Purvatha-IBP Khokhra vidita,Saccha Sauda-IBP,Jayvir Civil Petrol Pump-IOCL,Rupam Petroleum-IOCL,Maniyar Petroleum-IOCL,Sun Petro Gas-IOCL ,Dharamtal-BPCL,Shraddha Petrolium-BPCL,Metro Service-BPCL,Mitesh Automobile-BPCL,Vatsal Automobile-BPCL,Parmar Tradelink (Adhoc)-BPCL Ganesh,Auto Services  Mirzapur-BPCL,Alka Automobile-BPCL,Neelu Motors-BPCL,Modi Service-BPCL,Ila Automobile-BPCL,Auto Rikshaw Driver Co.Ass-BPCL,Revadas Jhaverbhai & Sons-BPCL,Sindh Automobiles-BPCL (Memco),Kalptaru Petroleum-BPCL,Shree Laxmi Narayan-IBP,Jay Petroleum-Essar,Unique Retread-IBP,Iswar Petroleum-IOCL,Ambica Service-IOCL,Swaminarayan Sokali-BPCL,Swadesh Cargo Carrier -BPCL,Gujarat Auto Centre-IOCL-Shahwadi,Chenpur Petroleum- IOCL,Pavan Petroleum -BPCL,Anjani Petroleum-BPCL,Rathva Petroleum - IOCL ,Shrinathji Petroleum -BPCL,Ambica Automobiles-BPCL,Ashtavinayak-Hirapur- IOCL,Kalashree Automobiles- IOCL,Shivganga Petroleum-Kamod-BPCL,RB Patel & Sons-Kuha-BPCL,Alka Automobile-BPCL- Ognaj ,Kuldevi Petroleum-BPCL- Ranasan,Dev Petroleum -IOCL,Kameshwar Petroleum -IOCL,Aadhit Petroleum - IOCL,Parmar Tradelink - BPCL,Kanha Petroleum - HPCL,Sardar Petro Station - IOCL,LJ Thakkar - IOCL,Grand Millenlum - HPCL,Karnavati Petroleum - BPCL,Siddhanath Petroleum - HPCL,Siddhi Gasoline - BPCL,Vinayak Petroleum - IOCL,Radhey Petroleum - BPCL,Shree Gokulesh Petroleum - IOCL,B N Gasoline - BPCL,Millennium-HPCL,SHREEJI AUTO SERVICE-HPCL,RAVI PETROLEUM-BPCL,GUJARAT AUTO (USHMANPURA)- IOCL STATION 
2023-07-16,Sunday,12381.68,9125.36,7917.44,13060.64,15039.31,14103.32,1135.61,12854.91,18139.52,7005.28,1695.13,21253.26,6833.70,2962.27,11294.90,12499.88,8244.12,7682.92,12878.73,5081.65,2120.46,,5592.34,2837.03,4880.34,6010.40,2778.80,5538.50,2978.67,3568.92,1961.25,5169.00,2588.56,6734.13,3329.01,4084.30,2747.75,5893.50,8387.97,4252.33,4710.42,2934.51,1351.64,4767.00,1392.75,10305.75,3411.75,5478.28,3181.00,4996.25,3335.56,4144.25,683.11,2785.12,2741.74,6103.00,5025.37,0.00,2038.13,2111.50,2538.66,1261.88,2656.58,3364.00,6656.87,4704.89,2498.69,1373.25,3862.94,2685.76,5851.61,8267.59,1599.36,1532.51,0.00,6448.07,2439.06,5104.35,1169.59,5878.75,3596.13,2706.25,7455.45,1090.78
2023-07-17,Monday,11240.41,6536.84,5381.13,13599.41,12949.59,14347.24,1504.85,13442.75,17198.61,7690.59,1874.37,16724.53,6423.96,3492.45,11359.91,11407.12,7923.37,8496.76,13260.31,5053.29,1557.19,,5107.17,3453.69,5389.88,6589.86,2964.09,5066.00,3549.95,4378.90,2170.00,5581.50,2669.31,6433.24,4539.86,5214.18,2504.25,4972.69,7701.71,4644.61,4861.25,2893.75,0.00,4312.87,1328.50,9187.50,2665.25,5805.13,2749.37,3852.50,3353.37,4345.75,1847.52,2644.25,3208.51,5649.75,4206.62,0.00,3054.98,1926.43,2519.76,1917.87,2536.05,3203.44,5917.75,4793.74,3082.66,2389.62,3812.18,2532.24,5671.91,7244.38,1730.29,2428.37,0.00,5960.24,2524.38,4480.79,2165.55,5549.19,2570.50,2940.47,7042.25,1952.34
2023-07-18,Tuesday,10869.34,7032.70,5339.11,12589.48,14129.89,13689.51,1592.96,12698.33,17114.75,7296.13,2026.44,17278.28,6320.75,3766.24,10312.24,11267.75,7657.47,7380.98,12178.57,5231.60,1997.19,,4777.44,3572.46,5335.12,6610.08,3050.71,4997.88,3077.80,4087.45,2174.75,5640.50,2452.25,5569.69,4634.87,5217.75,2545.50,5354.00,6615.85,4460.46,5106.30,2849.62,379.32,3500.75,1256.50,8578.75,3238.88,5461.90,2929.63,2292.25,3163.72,4967.62,1847.45,2455.88,3308.50,5715.00,4808.50,0.00,2903.21,1691.13,2462.23,1989.75,1757.25,3458.76,5956.76,4159.63,3182.97,2377.07,3918.82,2902.50,5287.46,7382.00,1914.16,2210.97,0.00,6111.06,2441.34,5039.74,3075.72,5438.50,3269.87,2804.45,6912.03,1948.03
2023-07-19,Wednesday,10315.27,6641.06,5594.88,12670.44,13141.60,14270.99,1499.19,12010.55,16660.96,7764.59,1917.81,16759.29,6289.06,3185.27,9977.88,9954.00,7404.43,8512.09,12137.24,5345.65,1826.95,,4613.29,3356.25,4738.41,6265.61,2982.09,5003.62,2686.66,3692.49,1818.50,5623.37,2445.94,5611.62,4117.53,5505.36,2352.25,5336.13,7100.35,4538.86,4521.37,3372.67,1079.98,3887.25,1636.50,8489.87,3255.99,5601.03,2951.75,4027.25,3613.68,4618.13,1567.69,2601.00,2934.12,5207.37,4197.26,0.00,2097.77,1359.97,2211.13,1655.63,2534.00,3162.99,5810.75,4600.24,3497.62,2648.94,4011.18,2319.50,5309.16,7121.57,1625.95,1683.25,0.00,5800.50,2527.41,4863.23,3354.19,5252.25,3230.19,2797.62,6574.50,1626.51
2023-07-20,Thursday,10357.08,6894.01,5212.69,12713.46,12940.32,13461.18,1404.52,11173.27,16096.57,7189.95,2037.69,16042.14,5742.65,3249.43,10362.77,11307.25,7171.13,7691.06,10751.91,5114.78,1813.27,,5184.22,3139.91,4854.72,6485.91,3092.52,5186.38,2710.01,3922.18,2073.00,5424.75,2684.69,5733.77,4414.46,4955.89,2592.75,4980.11,7223.89,4122.33,4622.16,3726.96,1109.41,3970.25,1290.25,8273.00,2137.75,5383.41,2627.62,3772.00,1849.36,4578.12,1726.84,2186.50,2970.63,5291.75,4294.74,0.00,2399.18,1565.25,2568.00,1101.13,2412.00,3140.45,5533.62,4645.13,2969.38,2198.98,4099.75,2670.26,4973.18,6677.66,1990.45,2126.78,0.00,5803.43,2275.47,4657.61,3268.75,5195.56,2862.97,2894.22,6757.62,2056.38
2023-07-21,Friday,10586.49,6311.41,5477.43,12645.50,12906.40,12984.33,1443.14,12846.03,15910.53,7389.28,2044.81,16684.63,5886.35,3448.72,9854.16,10583.12,7062.68,8163.94,11808.70,4633.72,2066.49,,3191.37,2728.19,5057.09,6462.56,3046.74,4866.12,2837.38,3876.29,1996.25,4819.50,2587.94,5821.93,4303.06,4759.21,2539.00,5048.01,7175.58,2734.64,4653.35,3379.57,1108.83,4145.25,1438.00,8450.75,2749.25,5621.84,2670.88,3632.75,2712.46,3966.41,1639.36,2150.00,3078.12,5537.38,4207.38,0.00,2482.21,1669.06,2674.31,1446.62,2358.25,2989.17,5428.99,4616.38,2953.41,2486.00,3863.57,2360.24,4957.81,6706.80,2000.10,2196.44,0.00,5489.76,2562.56,4735.67,3396.26,5532.03,3143.52,2963.95,6693.53,2021.59
2023-07-22,Saturday,9869.02,7108.21,4464.26,10996.79,11745.36,13207.90,1353.25,9041.37,14948.20,4916.82,1232.31,15614.19,5925.85,3491.81,9493.48,9354.00,7098.25,8469.36,10735.80,3783.17,1930.03,,386.25,2748.87,3757.06,5106.60,2189.84,3512.75,2506.73,2882.50,1484.50,4408.75,2183.93,4677.62,3658.24,4245.57,1912.00,4181.88,5653.84,2974.63,3826.09,3663.11,968.49,3939.13,1092.25,8455.63,2130.13,5627.19,2424.75,3505.50,2106.85,3966.39,769.68,2145.75,2302.01,6216.37,3695.87,0.00,1705.53,1757.98,1750.07,1470.00,2432.62,2587.63,5401.38,3987.74,2405.03,2057.60,3124.37,1703.01,5390.44,5846.27,1362.89,1289.62,667.98,4209.56,2171.15,4450.71,4104.24,5139.03,2881.95,2300.48,6345.97,1478.12
2023-07-23,Sunday,9668.29,5481.47,5394.00,10236.60,12633.93,12090.82,1238.64,10869.58,16315.07,6169.91,1633.19,16210.11,6310.97,3075.93,9364.89,10422.00,6451.18,7947.14,11924.17,4583.24,2273.69,,5275.80,3254.38,4598.16,6060.52,2262.86,4479.50,2816.35,3696.25,2111.25,4871.38,2618.57,6298.38,3359.96,2345.02,2751.75,5031.00,7590.65,4309.03,4444.84,3190.51,1155.92,3635.37,1653.25,7907.12,1354.88,4788.44,2928.37,3835.75,1351.74,2935.80,1380.25,2633.25,2648.12,5952.00,4205.76,0.00,2104.61,1870.34,2672.84,1577.87,2809.00,2516.38,5655.26,4359.63,2597.15,1794.58,3817.50,2247.25,4890.60,6505.50,1610.64,1630.03,3685.89,5714.75,2199.23,4496.29,4091.58,5355.66,3404.55,2865.54,6486.85,1209.73
2023-07-24,Monday,11058.26,6503.25,5400.50,12987.72,13345.32,13662.53,1452.64,11884.72,15694.40,7830.28,2003.19,16132.38,6165.15,3319.39,10412.68,10596.38,7470.89,8760.73,11744.17,5203.22,2038.64,,5159.45,2943.34,5024.62,5448.48,2645.24,4157.38,3042.32,4207.25,2034.00,5297.37,2893.87,5974.99,4785.40,3791.89,2822.50,5281.49,6194.54,4519.11,4795.55,3051.80,1377.08,4233.00,1498.75,8414.75,2830.12,5697.71,2952.63,3588.25,1715.32,4768.66,1735.82,2399.87,3265.62,5669.50,3903.50,0.00,3109.39,1783.90,2476.78,1520.63,2613.25,2906.50,5351.61,4510.88,3447.06,2713.33,4252.75,2271.62,5636.74,6918.13,2437.90,1919.07,4670.41,5631.50,2227.75,4512.27,3744.72,5028.09,2825.79,3057.02,6775.91,1976.33
2023-07-25,Tuesday,10854.32,6701.96,5208.94,12642.77,13378.23,13081.78,1594.39,12380.78,16228.98,7125.97,2120.00,16768.17,5871.37,3724.86,9905.94,9676.62,6621.20,6555.38,11834.28,4947.53,2107.83,,5358.11,3580.69,4692.47,6479.59,2531.68,4727.00,2861.24,4143.37,2011.00,5364.13,2593.31,6321.51,3929.23,5673.88,2902.50,5027.50,7214.12,4153.76,5081.19,3419.35,1123.63,4231.75,1293.78,8337.63,1895.01,5952.32,2623.50,3700.50,2286.62,4768.86,1420.66,2451.13,3138.00,5783.25,2169.37,0.00,2435.83,1702.85,2424.96,1636.62,2270.38,3048.24,5173.26,4614.13,3169.43,2384.12,4017.13,2378.50,4956.67,6717.06,452.37,1983.75,4739.88,5901.32,2169.28,4219.85,3987.07,5825.82,2434.40,2866.50,6614.16,1959.91
2023-07-26,Wednesday,10240.19,5740.03,5172.87,12953.85,12694.60,13613.49,1202.09,11749.71,15182.97,7204.09,1897.37,15169.78,6034.70,3339.68,10042.43,10281.76,6764.26,8577.46,11291.79,4972.05,1894.73,,5031.07,3137.00,4439.91,6477.44,3257.28,5324.00,2876.31,4769.64,2103.25,5443.25,2589.75,5817.68,4397.27,5093.36,2895.50,5349.51,8055.62,4397.20,4850.20,3127.70,1254.88,4989.50,1116.22,7955.00,3847.99,5520.96,2721.75,3513.75,3292.07,3486.19,1768.10,2158.00,1504.38,5542.38,2438.75,0.00,2719.87,1974.41,2608.99,1632.88,2705.25,3236.13,5119.00,4681.74,3005.70,2496.69,4030.81,2321.13,5253.24,6582.36,2018.70,1930.56,4859.03,5665.25,2397.97,4723.40,3782.45,5289.88,3362.56,2928.83,6853.46,1919.58
2023-07-27,Thursday,9519.75,5853.21,4609.50,11565.28,11031.64,11618.01,1334.31,10492.98,13833.32,6406.08,1913.32,14576.43,5213.13,3303.47,9239.72,9193.25,6689.86,7544.70,10047.00,4559.80,2095.05,,4699.51,2738.19,4473.12,5708.96,2745.42,4308.28,2803.50,3335.26,2066.00,4572.62,2586.07,5527.44,4001.22,4785.51,2546.75,4708.88,6537.09,4023.64,4529.66,3307.42,699.14,3526.00,1274.75,7577.00,3042.13,5073.82,2591.87,3198.75,3088.62,2474.17,915.05,2230.87,2607.12,4695.37,2940.25,0.00,2438.78,1783.96,2110.89,1307.38,2340.37,2841.82,4980.37,4001.00,2805.31,1968.87,3425.38,2185.37,5254.05,6192.74,751.70,1994.94,951.32,5455.99,2077.09,3680.73,3660.43,4849.80,2504.26,2732.86,6120.19,1431.55
2023-07-28,Friday,9447.57,6530.57,4826.43,11102.51,11811.73,11360.83,1444.21,10902.21,14924.02,6296.86,1963.50,15110.25,5287.09,3450.71,8813.65,9462.99,7217.68,7171.63,10770.86,4660.78,1939.58,,4615.95,3081.75,4532.91,5697.98,2706.43,4450.72,2567.95,3759.16,1937.25,4927.25,2433.68,5322.43,3978.09,4332.53,2624.00,4755.92,6751.63,3597.23,4043.68,3239.57,1321.79,3806.00,1091.50,7135.63,2648.49,5192.65,2645.63,3454.50,3094.62,3918.48,1472.03,1742.63,2403.00,5109.00,3624.87,0.00,2584.83,1521.97,2049.98,1360.87,2055.50,2768.31,5012.00,3846.74,2573.89,2074.57,3380.13,1940.50,4711.83,5077.02,1493.49,1595.09,0.00,4921.44,2184.40,4163.49,3715.55,4895.72,2463.37,2627.37,6104.06,1752.76
2023-07-29,Saturday,8552.00,5529.71,4265.06,10514.94,11312.64,10908.05,1118.26,10186.35,14809.03,6028.31,1416.00,14066.82,5216.11,2435.48,7534.81,9807.51,6770.95,6898.21,10502.85,4408.19,2470.69,,4131.71,2615.43,4265.47,5359.27,2733.86,4344.12,2439.00,3411.89,1363.00,4752.00,2384.07,4615.01,3677.31,4480.03,1884.50,4510.82,6692.25,3866.07,3328.77,2801.73,861.64,3540.88,1247.00,5934.62,2378.26,5000.38,2625.12,3032.75,2891.19,3205.55,820.02,2286.25,2765.13,5214.63,3567.75,0.00,2038.34,1828.00,1917.89,1305.87,2136.00,2772.68,4993.50,3991.51,2562.26,1803.40,3512.11,2243.88,4594.33,5375.20,1513.69,1717.16,0.00,5032.31,1895.23,3873.75,3519.74,5070.35,2293.25,2512.73,6108.62,1540.30
2023-07-30,Sunday,8785.63,5337.09,4212.57,11052.34,10961.75,10804.47,1238.14,9752.07,14598.88,5480.52,1805.06,14622.57,5333.59,2971.53,8403.11,9869.25,5755.85,6555.22,10573.82,3938.06,2427.86,,4262.08,2731.47,3850.31,5507.48,2337.86,4257.87,2516.43,3171.48,1926.25,5041.13,2139.25,5510.44,3151.00,3500.33,1964.50,4515.81,6590.47,3821.56,3767.60,3062.29,1006.99,3563.50,1279.75,7105.12,2632.37,4620.94,2539.25,3830.25,3078.82,3768.20,1449.23,2370.87,2494.49,5360.75,4067.51,0.00,2046.28,2023.79,2267.77,1620.02,1808.75,2604.19,5518.00,3631.37,2194.29,1490.13,3153.19,2202.12,4477.19,5929.90,830.26,1373.40,0.00,4887.81,1975.93,3771.77,3425.47,5063.97,2651.07,2368.42,6230.82,980.60
2023-07-31,Monday,9068.33,3142.84,3945.25,11696.97,9068.82,11603.11,1339.24,11269.36,14561.68,6199.35,1397.44,10043.56,5377.47,3307.15,9450.57,9756.24,6634.78,7409.58,10591.64,4777.17,2277.30,,4066.46,3149.78,4513.75,6191.79,3080.72,4023.38,3153.88,4120.98,2113.25,4161.00,2651.43,5889.18,4565.95,4972.74,2117.75,4305.32,6289.22,3849.70,4363.14,2972.87,669.22,3331.50,1356.00,4903.26,2585.62,5532.13,2893.13,3237.50,3036.77,4579.86,968.25,2052.00,3253.76,5013.50,3682.12,0.00,2698.71,1418.19,2502.86,731.98,2201.38,3010.81,4841.50,4206.18,2780.88,2271.68,3588.44,2152.88,4848.90,9196.27,2080.33,1964.75,1696.27,5165.56,2196.04,4414.76,2252.12,4929.94,3079.02,2756.56,5626.54,1740.44
2023-08-01,Tuesday,12954.61,10187.58,6767.68,14283.93,17179.98,15461.99,1437.41,13216.88,17667.16,8015.46,2657.31,22701.18,7149.23,3628.87,11576.24,11808.25,8837.16,8014.65,12985.22,5003.38,2782.43,,5154.37,3285.07,4845.88,6706.38,3338.38,5841.13,3187.84,4101.43,1955.25,5749.37,2676.07,6492.20,4360.46,4825.92,2885.00,5551.25,8205.96,4907.47,4905.22,3568.27,837.46,5083.87,1392.00,7159.74,3419.00,5723.75,2894.50,4060.50,3339.91,4920.87,1209.49,2511.63,3160.38,5258.87,3897.63,0.00,3104.84,2124.86,2668.15,623.26,2319.25,3613.87,6582.75,4206.18,3293.81,2498.25,3914.56,2571.50,6191.75,4852.78,2034.66,2073.06,4489.77,5876.76,2645.56,4820.54,3616.33,6197.81,3249.06,3081.30,7149.56,2070.72
2023-08-02,Wednesday,10202.66,6532.82,5082.82,12627.75,12256.43,12557.22,1509.11,11974.09,15385.73,6930.52,2116.69,15735.59,6235.44,3402.69,10341.35,9895.13,4801.17,7496.84,10787.44,5086.57,1952.26,,4691.01,2979.25,3721.31,6166.88,2923.72,4774.75,3160.33,3921.90,2059.75,4826.25,2649.87,6309.25,4291.13,3940.90,2645.75,4849.68,7187.22,3715.86,4827.80,2967.14,654.38,4019.88,1238.25,8108.76,2664.75,5293.68,2889.12,3274.00,3021.94,4622.75,902.97,2190.75,3051.74,5171.25,3189.87,0.00,2750.05,1545.56,2363.34,1295.12,2149.62,3153.94,4842.01,4438.72,3076.72,2366.00,3722.62,2562.37,3479.76,6216.50,1422.63,1974.04,4295.49,5482.43,2348.84,4512.21,3063.25,5051.69,2401.88,3092.75,6219.90,2040.49
2023-08-03,Thursday,10247.97,6422.32,4876.94,12579.43,12449.99,12725.06,1466.81,11868.19,15362.20,6929.10,2080.87,15643.66,5517.52,3014.34,10219.20,9774.25,7080.75,7383.82,10365.88,4775.29,2056.43,,4453.40,3222.59,3719.31,6030.70,2843.00,4736.00,3245.21,4163.39,1760.75,4925.88,2750.88,5713.13,4561.97,4529.11,2624.75,4931.07,6884.00,4346.56,4910.14,3591.38,893.21,3935.00,777.50,7483.12,2854.13,5398.41,2876.25,3628.00,3064.78,4439.06,1411.29,2497.37,3066.76,5132.50,3260.63,0.00,2837.45,1448.28,2112.01,1043.57,2171.88,2989.70,5019.99,4097.43,3124.90,2488.69,3800.95,2505.63,5016.82,6084.70,2140.65,2034.59,4395.55,5092.32,2281.34,4008.12,3054.28,4809.87,3010.03,3081.25,6007.49,1914.15
2023-08-04,Friday,10640.90,6576.75,5143.63,12485.17,12908.68,12694.64,1465.53,10931.75,16562.86,7129.55,2096.06,15859.52,6048.91,3804.68,9704.73,8923.75,6793.17,7153.32,10527.49,4790.89,2130.90,,4740.48,2882.56,4527.38,6031.16,2886.38,4968.76,3059.13,3988.12,2030.75,4868.62,2765.87,5822.61,4520.79,5008.61,2760.75,5120.12,7404.26,4303.22,4003.26,3166.06,798.46,3807.12,1477.25,8416.13,2779.25,5615.16,2629.25,3654.75,3319.22,4543.80,1105.00,2276.50,3141.74,5062.13,3443.62,0.00,2892.48,1732.00,2652.10,958.29,2482.25,3013.48,5361.75,4274.30,3093.06,2319.03,3794.62,2382.62,5090.03,6449.11,1564.07,1988.66,4643.18,5231.25,2251.37,4524.97,3007.70,5120.78,0.00,2943.14,6492.38,1917.31
2023-08-05,Saturday,10853.87,6587.82,5553.06,12940.00,12918.24,13342.43,1422.65,12971.08,17111.80,7504.72,2154.82,16465.55,6424.94,3621.50,10513.54,10277.63,7393.99,7521.74,11779.79,4695.21,2232.01,,4853.49,3102.38,4377.00,6331.46,2770.50,4918.73,3181.57,3923.88,2114.25,5187.50,2528.88,6196.00,3958.82,4592.88,2719.25,4924.43,7550.90,4302.37,4893.14,3446.64,804.94,4067.00,1422.25,8513.50,2802.87,5622.83,2888.88,3661.75,3260.03,4737.69,952.00,2258.63,3106.75,5698.00,3436.38,0.00,2838.24,1909.20,894.03,925.76,2263.12,2712.21,5647.88,4155.70,3177.20,2247.66,3864.18,2345.25,5119.24,6201.77,2242.07,2098.15,5137.74,5470.06,2517.82,4712.57,2633.76,5231.00,2147.28,2976.18,6818.88,1714.40
2023-08-06,Sunday,9841.63,5611.86,4810.93,11408.35,11994.42,11590.32,1383.26,10726.17,16069.22,5941.60,2039.87,15951.80,6140.06,3379.44,9828.52,10657.37,6386.06,7202.10,10522.21,4403.57,2340.46,,4420.41,2909.25,4547.31,5748.00,2691.11,3959.88,3214.54,3779.27,2131.75,5125.25,2621.31,5973.26,3658.57,4038.17,2529.00,4765.94,7055.13,4282.17,4614.52,3208.91,881.60,3891.63,1316.50,7959.49,2833.88,4845.98,2678.87,3963.30,2853.22,3989.60,1171.75,2516.00,2812.63,5590.00,3639.25,0.00,2149.78,2033.90,3146.90,1386.00,2527.13,2981.55,5415.12,3983.46,2279.52,1519.06,3514.14,2690.25,5096.11,6957.85,1416.40,1683.25,5209.31,5367.19,2138.06,4358.72,2992.70,5649.35,2255.44,2771.59,6379.21,1260.79
2023-08-07,Monday,11210.44,6744.37,5240.94,13327.54,13435.68,13430.84,1576.13,12220.08,16897.92,6337.73,2121.50,16374.75,6362.38,3648.51,10704.68,9969.88,7111.78,7888.10,12050.26,4910.11,2469.80,,5125.44,3185.78,4340.12,6391.93,3155.87,5234.50,3250.31,4194.72,2160.75,5208.00,2796.94,6355.43,4786.42,4848.30,2590.75,4812.38,7421.28,4295.72,4404.17,3181.42,951.11,4228.12,1392.00,8477.13,3179.13,4709.96,2969.63,3601.20,3181.34,4854.29,1216.25,2325.37,3288.63,5542.37,3538.62,0.00,3126.53,1491.91,2687.69,1542.25,2327.62,3253.37,5398.25,4085.16,3160.06,2686.46,4364.99,2588.00,6078.43,6638.48,2021.89,2138.22,5290.00,5779.94,2357.13,4451.09,2899.00,5704.24,2321.69,3106.26,6610.29,2168.14
2023-08-08,Tuesday,10524.90,6585.75,5082.62,13050.53,12763.68,13287.05,1453.60,11691.50,16291.32,7315.22,2084.69,16039.78,6127.31,3438.34,10211.14,10071.62,7519.01,6805.07,11232.76,4845.60,2194.87,,4537.00,2984.00,4689.00,6402.00,3044.00,5029.00,3129.00,4008.00,2052.00,5191.00,2902.00,6032.00,4261.00,4217.00,2464.00,4949.00,7376.00,3496.00,4847.00,3679.00,975.00,4300.00,1409.00,5708.00,3083.00,5503.00,2857.00,3669.00,2649.00,4841.00,983.00,2182.00,3193.00,5445.00,3491.00,0.00,2659.00,1621.00,2227.00,1239.00,2468.00,3455.00,4779.00,4328.00,3119.00,2256.00,3763.00,2748.00,5461.00,6748.00,2047.00,2108.00,4187.00,5635.00,2474.00,4804.00,2571.00,5064.00,2842.00,3024.00,6431.00,1900.00
2023-08-09,Wednesday,10798.77,6641.77,4988.63,12461.91,13209.21,12966.83,1508.60,12027.11,15885.57,7001.69,2024.47,16014.70,6030.19,3555.99,10655.81,9381.37,6938.75,7881.18,11199.84,4461.68,430.50,,4852.74,2791.57,4679.50,6422.33,3087.36,4336.88,3118.74,3928.45,2078.75,5132.62,2735.50,5933.63,4685.30,4316.06,2505.75,4766.50,7265.93,4397.51,5072.79,3244.86,766.51,4130.00,1401.25,7837.00,2725.88,5568.68,2804.13,3611.75,3239.19,4822.05,895.75,2322.87,3094.62,5382.62,3355.50,0.00,2926.28,2068.69,2359.18,795.13,1963.37,3273.87,4670.25,3800.00,2900.68,2527.08,3761.68,2295.25,5254.37,6609.80,2163.46,2113.87,5016.31,5662.69,2281.97,4520.28,2503.89,5346.44,2700.38,3241.08,6367.75,2074.71
2023-08-10,Thursday,10846.40,6406.86,5398.75,10823.67,13002.16,13996.83,1430.84,12424.98,16261.56,7632.60,2040.62,16653.19,5980.40,3370.81,10887.24,9821.76,6232.72,7857.60,10931.11,4980.13,2120.83,,4855.11,3038.12,4706.16,6224.64,2932.20,5094.00,3334.09,4278.12,2065.50,5240.50,2840.06,6235.93,4799.25,4459.18,2695.50,4974.69,7285.75,4233.50,5183.60,3804.28,912.12,4154.75,1387.25,8457.12,2999.13,5706.66,2594.12,3617.25,2725.75,5204.03,1343.25,1904.00,2699.63,5764.50,3256.12,0.00,3064.41,1587.40,1858.37,952.38,2606.38,3273.43,5239.63,3308.59,3186.33,2584.80,3763.75,2426.62,5719.69,7058.17,2111.69,1241.19,5263.33,5820.93,2431.03,4528.73,2893.96,5501.23,2718.66,3054.39,6259.74,2046.77
2023-08-11,Friday,11239.53,6428.37,5443.38,13480.49,13179.55,13273.41,1494.83,12658.56,16801.40,7628.91,2080.64,17089.33,6360.04,3485.56,10097.53,10015.12,7410.22,7467.73,11674.51,4852.78,2160.65,,4904.67,3330.09,4250.34,6449.73,3195.20,5205.25,3107.54,3317.41,1993.25,5190.25,2927.19,6260.25,4665.56,4827.79,2861.00,5067.75,7581.20,4558.82,4860.85,3228.77,1009.38,4340.75,1563.25,8852.13,3136.87,5750.66,3055.25,3823.00,3155.75,4809.75,1073.75,2293.00,3257.74,5809.38,3495.88,0.00,2905.59,1584.41,2063.38,1605.00,2309.25,3223.32,4909.87,4428.25,3362.12,2258.16,4035.94,2443.26,5758.17,7006.44,2201.29,2313.50,5395.52,4809.31,2427.31,4502.37,3261.70,5625.70,2632.06,3051.13,6920.56,2051.79
2023-08-12,Saturday,10885.38,6505.16,5617.68,13876.27,12836.96,13782.17,1511.67,12897.00,16711.99,7517.44,2060.37,17151.53,6583.74,3340.95,10748.38,10498.25,7761.69,7428.47,12882.75,4796.94,2544.89,,5128.01,3187.00,4513.97,6612.11,3072.01,5270.87,3222.32,4076.62,1978.00,4202.75,2819.12,6689.58,4261.83,4873.53,2550.50,5199.37,7978.81,3680.50,5368.27,3546.19,956.62,4277.12,1356.00,8276.00,3024.62,5692.27,3033.00,3778.25,2889.69,4639.67,1210.00,2530.88,3131.25,5867.50,3719.37,0.00,2890.77,1845.79,2451.63,1292.37,2405.75,3195.56,5657.32,4605.49,3014.03,2224.69,4001.44,2374.62,5246.46,6095.41,2161.41,2146.24,5293.23,5627.70,2380.23,4765.13,2874.38,5728.73,2844.49,3153.95,6677.91,2003.98
2023-08-13,Sunday,9862.45,4538.15,4569.56,11445.33,10319.74,11602.16,1117.32,11135.48,15618.06,6099.47,1712.18,13767.31,6243.95,2518.93,9551.85,10030.00,6405.20,5910.25,10970.44,4414.71,2775.47,,4769.33,2877.04,4530.41,5849.14,2663.46,4635.50,3127.00,3491.60,2061.50,4073.63,2717.81,6495.99,3765.12,4050.11,2543.75,4688.06,7518.59,3622.83,4798.96,2301.26,996.75,4094.75,1318.75,8105.25,3222.38,5085.13,2744.50,3930.00,2904.37,4346.68,1097.75,2426.87,2529.51,5739.75,3623.38,0.00,2283.62,1901.15,2495.37,1431.25,2115.12,3102.01,5733.30,3972.39,2305.56,1446.41,3067.68,2253.38,5242.24,6459.01,1546.11,1859.32,5114.36,5282.37,2040.96,4331.66,2882.99,5299.28,3145.35,2672.45,6475.22,1312.47
